Id,SalePrice
1461,111539.3525
1462,158990.5393
1463,177674.6396
1464,185390.9014
1465,183301.998
1466,170400.2778
1467,175704.683
1468,148402.912
1469,197947.0089
1470,98267.54091
1471,201917.5781
1472,99737.47244
1473,85915.55797
1474,137252.9672
1475,94358.64471
1476,356076.6002
1477,245973.8951
1478,295786.7947
1479,294768.277
1480,380969.453
1481,277818.6596
1482,207105.513
1483,185069.2185
1484,162203.3314
1485,194539.8192
1486,206238.5827
1487,299838.7116
1488,235295.0019
1489,186347.5062
1490,251536.2318
1491,212363.2912
1492,92658.4287
1493,191293.967
1494,291593.0836
1495,278730.5741
1496,247706.7225
1497,162847.2705
1498,165200.4196
1499,158654.1516
1500,152028.8142
1501,174225.7087
1502,138367.1271
1503,284867.8665
1504,233955.4902
1505,219578.2131
1506,189250.274
1507,260468.0236
1508,209305.5096
1509,141221.2906
1510,137140.0581
1511,159741.2239
1512,180452.7995
1513,139719.0259
1514,157579.2734
1515,200626.9785
1516,164055.207
1517,166543.1844
1518,118973.0535
1519,230253.0603
1520,121553.517
1521,134478.0573
1522,184869.1815
1523,75268.95296
1524,122463.1424
1525,105057.4142
1526,101630.9977
1527,80262.45661
1528,132584.4738
1529,151872.2528
1530,195949.5652
1531,112069.2452
1532,108401.0098
1533,168404.1306
1534,135728.7439
1535,172770.016
1536,107099.0358
1537,33315.05277
1538,173698.6757
1539,243677.9699
1540,121744.1007
1541,148510.1599
1542,155095.1646
1543,200718.7257
1544,74940.22109
1545,95515.08369
1546,129179.174
1547,141151.4092
1548,127083.0705
1549,101886.399
1550,131236.1498
1551,141482.5589
1552,155629.0814
1553,174043.0495
1554,111297.6584
1555,181759.4857
1556,59626.91928
1557,139262.4524
1558,109837.0249
1559,66194.16882
1560,140169.9238
1561,139289.2094
1562,124026.4938
1563,115425.2627
1564,158213.4254
1565,132161.1917
1566,248219.2248
1567,73037.51809
1568,243937.2764
1569,133976.6999
1570,129384.061
1571,94325.33194
1572,138944.5123
1573,259976.4249
1574,113390.812
1575,245101.4669
1576,255085.6785
1577,183708.6243
1578,158722.74
1579,120222.4775
1580,186650.5964
1581,159056.6464
1582,108424.008
1583,294766.4451
1584,229681.4052
1585,139391.0849
1586,45683.89555
1587,99539.06605
1588,153446.151
1589,90022.88302
1590,123872.8227
1591,65973.67104
1592,139556.8311
1593,116039.3405
1594,100914.0186
1595,104509.3489
1596,224705.5271
1597,174001.4775
1598,190876.012
1599,184536.669
1600,181024.0913
1601,32128.10889
1602,111760.3256
1603,70471.11888
1604,272370.4263
1605,253213.4901
1606,168569.4248
1607,160325.9866
1608,216504.3319
1609,193727.6174
1610,143867.0883
1611,132046.315
1612,189947.7733
1613,165754.1617
1614,128917.678
1615,74827.59157
1616,50284.09074
1617,60622.50586
1618,104180.821
1619,143354.5293
1620,153015.008
1621,139192.7417
1622,146170.7533
1623,273037.3681
1624,227310.2103
1625,123387.5643
1626,180411.289
1627,187926.9254
1628,284375.4583
1629,163997.0823
1630,301433.9612
1631,202809.7074
1632,225631.7729
1633,175550.2935
1634,176410.2885
1635,177631.9417
1636,150204.4673
1637,193654.0704
1638,196377.7569
1639,182478.0562
1640,260356.2066
1641,184936.305
1642,242700.0198
1643,213481.2381
1644,222300.8994
1645,222917.4294
1646,167964.9962
1647,161894.6675
1648,124014.9373
1649,126048.8944
1650,91008.72426
1651,99764.93243
1652,92478.6279
1653,98243.09738
1654,143579.8426
1655,137418.236
1656,126660.3666
1657,142991.1038
1658,135573.2156
1659,98532.9004
1660,138193.5475
1661,421470.8635
1662,346046.1246
1663,360524.9278
1664,398211.7036
1665,322262.1561
1666,311975.6757
1667,355571.9232
1668,350424.7764
1669,308912.4249
1670,347967.6195
1671,265481.9887
1672,351379.7519
1673,292027.8629
1674,244322.1057
1675,207022.3444
1676,208548.9517
1677,219969.9503
1678,397880.9603
1679,336212.4543
1680,314857.8762
1681,275891.9328
1682,302187.7602
1683,190107.7031
1684,183517.859
1685,181764.5284
1686,167020.0432
1687,174871.4673
1688,196975.4944
1689,201654.2331
1690,201955.6736
1691,184245.4092
1692,290899.3252
1693,178323.6966
1694,170805.6765
1695,155680.0532
1696,273757.4405
1697,154773.8856
1698,325610.4202
1699,288175.1337
1700,249505.4841
1701,271843.0955
1702,250946.1488
1703,246446.0336
1704,282031.7023
1705,262270.7565
1706,362468.3723
1707,229376.7901
1708,205597.3559
1709,267629.1588
1710,219301.1688
1711,276822.7499
1712,247102.8402
1713,279332.3953
1714,219995.1163
1715,197592.2213
1716,193393.5326
1717,176149.8446
1718,138901.8498
1719,223290.671
1720,258400.0378
1721,190028.3346
1722,139402.6768
1723,174086.7878
1724,209239.0354
1725,239545.5565
1726,185464.4535
1727,158954.6094
1728,186256.9086
1729,152131.5093
1730,142944.9433
1731,122701.3904
1732,117639.78
1733,101187.461
1734,110096.0661
1735,128676.5335
1736,89580.18884
1737,279853.5079
1738,238992.4255
1739,253506.9696
1740,208505.5719
1741,191799.6362
1742,171924.9865
1743,186253.4875
1744,322297.1862
1745,232700.4499
1746,194401.7622
1747,216625.6286
1748,213566.2861
1749,153013.4051
1750,131752.5386
1751,255413.0555
1752,99320.29053
1753,156143.7206
1754,204980.7578
1755,188084.4476
1756,117705.3207
1757,105516.5875
1758,130165.0932
1759,158918.7917
1760,156258.0043
1761,166594.8238
1762,162507.1861
1763,177210.9404
1764,89265.1642
1765,192057.8095
1766,203603.2539
1767,236673.961
1768,140090.3248
1769,171591.4212
1770,165951.6488
1771,104382.0006
1772,138312.1638
1773,111440.3169
1774,136570.3651
1775,127192.3028
1776,125701.389
1777,112206.3503
1778,147983.8957
1779,121509.3317
1780,175375.9546
1781,113582.4061
1782,45565.06521
1783,139596.7324
1784,107488.2927
1785,131462.2698
1786,138168.0816
1787,176109.0672
1788,72132.01923
1789,98483.30969
1790,61562.14778
1791,199501.7035
1792,162488.0617
1793,140528.8961
1794,176693.3281
1795,146100.3735
1796,133487.6989
1797,128321.8508
1798,101321.2964
1799,87343.58123
1800,108713.7324
1801,115284.4434
1802,125421.4926
1803,140272.4075
1804,135052.0383
1805,135238.9174
1806,121829.9998
1807,170084.0596
1808,132640.2966
1809,131613.886
1810,137261.4605
1811,123172.8852
1812,112416.6319
1813,115846.9798
1814,92438.65367
1815,18622.53713
1816,121557.7484
1817,129914.9384
1818,199873.208
1819,115605.0588
1820,43244.33791
1821,128620.547
1822,163088.6425
1823,50441.60146
1824,125462.2977
1825,127171.2788
1826,78073.65608
1827,81612.23575
1828,119826.2208
1829,126434.5471
1830,158335.6171
1831,151672.2533
1832,74138.7731
1833,135348.3737
1834,117568.4563
1835,135283.8315
1836,119119.069
1837,88736.1952
1838,133534.522
1839,112546.7423
1840,149939.4468
1841,116618.205
1842,75132.33027
1843,121692.2717
1844,117639.9343
1845,119911.0002
1846,156033.184
1847,140432.9342
1848,25259.799
1849,93834.45163
1850,106658.7704
1851,153053.8727
1852,112329.5838
1853,127824.7302
1854,180759.0444
1855,152378.2084
1856,229427.4981
1857,145340.2508
1858,119040.9266
1859,81823.68906
1860,150817.7221
1861,81075.86213
1862,273197.7388
1863,264538.8943
1864,264575.4934
1865,356489.6972
1866,346177.8273
1867,228697.7996
1868,303879.8121
1869,217960.5399
1870,232974.2326
1871,257188.2265
1872,182921.3205
1873,247752.9246
1874,124570.3419
1875,194452.2474
1876,184904.9968
1877,222238.5495
1878,206580.5799
1879,113604.3539
1880,109733.6018
1881,253006.584
1882,255591.6255
1883,202644.1635
1884,205689.9955
1885,254812.7961
1886,288166.2396
1887,230091.658
1888,276524.3624
1889,175008.4228
1890,88004.23471
1891,122809.7572
1892,86027.59488
1893,132441.2147
1894,118917.7169
1895,137752.1611
1896,122089.2588
1897,99460.21652
1898,107070.2902
1899,154593.3296
1900,125142.3215
1901,163739.3113
1902,136517.0497
1903,194119.6803
1904,122772.9975
1905,185535.7932
1906,144310.3774
1907,215431.2909
1908,101547.4681
1909,132613.0614
1910,113556.9137
1911,176353.8389
1912,265261.0351
1913,164283.2841
1914,62031.4545
1915,309112.1744
1916,9885.834017
1917,261326.3493
1918,137182.9528
1919,176328.1253
1920,165394.5518
1921,365298.6166
1922,334461.2045
1923,219037.704
1924,230270.0318
1925,214523.5692
1926,374182.9634
1927,131603.9642
1928,173529.7432
1929,120874.3978
1930,110533.7323
1931,143740.6071
1932,135751.0382
1933,179398.5735
1934,169514.5488
1935,165590.5166
1936,185778.209
1937,174714.66
1938,184942.7978
1939,241636.2086
1940,183370.733
1941,165093.911
1942,187548.9559
1943,201704.0433
1944,319752.2658
1945,357706.2257
1946,121013.7134
1947,289311.3499
1948,175438.2334
1949,260915.7052
1950,197637.2822
1951,266357.054
1952,236844.2132
1953,194983.2995
1954,178934.8785
1955,116072.9015
1956,313314.8639
1957,156206.2013
1958,300553.7577
1959,136409.8843
1960,95031.2476
1961,112350.0978
1962,97196.48905
1963,112458.1415
1964,100844.4018
1965,127449.3585
1966,129687.3252
1967,291574.0125
1968,351022.2588
1969,360719.3823
1970,363758.9449
1971,423805.5453
1972,369439.8654
1973,291637.0302
1974,327591.8928
1975,419444.3968
1976,275745.7865
1977,336784.8165
1978,321497.1202
1979,308131.6558
1980,198839.2351
1981,332916.7026
1982,217165.9394
1983,199846.2174
1984,183919.1927
1985,219474.6107
1986,220661.414
1987,179469.7293
1988,177593.7877
1989,200910.9202
1990,218416.6263
1991,220946.1424
1992,230563.8543
1993,183810.2894
1994,248504.9385
1995,177170.5286
1996,264715.1967
1997,305944.9702
1998,287753.3236
1999,290826.1063
2000,295663.5434
2001,288036.4905
2002,260465.2132
2003,258397.3288
2004,287260.0815
2005,263007.9607
2006,207118.5874
2007,253181.3142
2008,221196.4567
2009,197228.7993
2010,213817.0586
2011,145274.2344
2012,181296.4688
2013,177027.4397
2014,196171.4135
2015,206578.5882
2016,191702.7403
2017,205134.3462
2018,95689.10175
2019,134693.6649
2020,96416.24038
2021,71018.0505
2022,191586.9483
2023,153601.5066
2024,266044.333
2025,328016.3089
2026,172727.0253
2027,154648.2126
2028,148270.8928
2029,166752.1836
2030,267704.9736
2031,248528.9984
2032,263131.6342
2033,260140.4556
2034,173859.6742
2035,209222.9371
2036,213967.6569
2037,223863.5372
2038,312992.4311
2039,229894.5751
2040,302497.7435
2041,323006.1096
2042,213264.932
2043,180013.0256
2044,183424.4063
2045,213745.9547
2046,138588.7455
2047,133946.2625
2048,140561.8893
2049,138982.7389
2050,173647.2559
2051,96924.06738
2052,101830.5812
2053,138485.9723
2054,72185.53071
2055,178518.8857
2056,132459.3411
2057,99199.07624
2058,229302.4203
2059,113995.8344
2060,188781.5795
2061,183950.5713
2062,116407.1217
2063,103499.5032
2064,137849.7792
2065,140169.8177
2066,153247.5693
2067,89613.20045
2068,145912.6988
2069,75376.09921
2070,92883.80215
2071,78215.40065
2072,138999.2849
2073,131529.4491
2074,175659.4452
2075,143548.9612
2076,122917.2246
2077,147741.0031
2078,104338.3059
2079,129092.3303
2080,110992.491
2081,110652.1406
2082,116476.6338
2083,135177.5701
2084,79041.45364
2085,97221.05207
2086,108342.3669
2087,117664.8783
2088,85136.60029
2089,77082.09211
2090,126124.134
2091,101773.9793
2092,131201.3351
2093,165901.0941
2094,128918.942
2095,153514.9134
2096,78500.35788
2097,100879.9618
2098,142166.2413
2099,22005.95408
2100,35510.72171
2101,123796.428
2102,135705.609
2103,92208.9847
2104,147653.0299
2105,153137.3262
2106,38774.17604
2107,210701.8178
2108,121470.141
2109,94328.81732
2110,120943.4965
2111,135675.9278
2112,117883.6556
2113,113564.7542
2114,121140.7432
2115,161315.874
2116,93833.41474
2117,133719.1798
2118,105437.6184
2119,109521.5951
2120,106624.1836
2121,107255.8344
2122,87570.39545
2123,62433.20379
2124,164073.3134
2125,135952.2332
2126,143361.2053
2127,165050.8884
2128,138965.9316
2129,74965.45438
2130,132864.5033
2131,133690.537
2132,104097.461
2133,119235.9538
2134,113988.5819
2135,111113.699
2136,61118.87341
2137,107691.3698
2138,147613.1662
2139,141686.8487
2140,133180.2266
2141,144056.6524
2142,108696.2808
2143,131688.8287
2144,143395.5028
2145,133585.2378
2146,171676.8671
2147,153773.4464
2148,112732.9016
2149,155722.5231
2150,219032.3361
2151,106436.2511
2152,201671.6971
2153,180066.9152
2154,112061.675
2155,142082.0885
2156,261384.6166
2157,254233.9238
2158,237069.0763
2159,219714.1551
2160,188897.2274
2161,250701.5031
2162,332570.1944
2163,367862.7184
2164,244397.9504
2165,188905.8631
2166,151594.6693
2167,211669.7424
2168,191045.9863
2169,197249.3626
2170,210239.1996
2171,147771.1241
2172,122806.9818
2173,149454.7859
2174,232547.1754
2175,279189.2979
2176,297554.8259
2177,244085.551
2178,226171.5448
2179,130107.2652
2180,196733.3445
2181,196378.5372
2182,223964.9194
2183,193818.4636
2184,118245.2347
2185,120177.5634
2186,166115.3821
2187,142921.6801
2188,145021.9157
2189,212278.3386
2190,49737.35685
2191,46087.53501
2192,81381.69955
2193,124424.7435
2194,96004.24849
2195,94763.72935
2196,92520.22846
2197,103085.7693
2198,164837.7269
2199,183223.1288
2200,121549.0442
2201,138536.6101
2202,214816.8399
2203,103124.7161
2204,161317.6171
2205,88110.44567
2206,129057.6665
2207,200568.5518
2208,229191.5537
2209,214858.2776
2210,115535.9481
2211,109500.3505
2212,118564.6155
2213,100233.7706
2214,137038.4187
2215,88368.28932
2216,145352.586
2217,72284.77993
2218,77570.93582
2219,60643.3012
2220,50447.82944
2221,309621.1836
2222,276078.191
2223,281386.3579
2224,218378.2094
2225,101769.0336
2226,188059.3227
2227,220034.5861
2228,288021.0921
2229,249085.0342
2230,137049.687
2231,212997.3307
2232,191741.8096
2233,212051.0215
2234,273989.7793
2235,236723.8115
2236,259425.7384
2237,311873.188
2238,189164.9696
2239,126469.6564
2240,162816.9709
2241,155152.4239
2242,114510.4886
2243,106164.8682
2244,92552.79574
2245,83185.72242
2246,137986.5407
2247,126266.2658
2248,96982.48144
2249,106643.184
2250,120326.0946
2251,72610.36353
2252,190636.0736
2253,141404.8258
2254,169980.9578
2255,179775.9635
2256,185604.3109
2257,186997.4271
2258,160942.7219
2259,162077.9143
2260,130652.6108
2261,174607.7134
2262,201853.8531
2263,358934.7363
2264,363511.3454
2265,165739.8197
2266,273361.1191
2267,310775.0921
2268,369084.8222
2269,150624.8398
2270,205569.3921
2271,237867.0309
2272,244002.4847
2273,176120.6768
2274,185688.4147
2275,175313.159
2276,202910.9263
2277,186514.8237
2278,138036.8156
2279,104954.7466
2280,94481.13488
2281,170526.4516
2282,196681.9154
2283,106214.8377
2284,113983.5584
2285,135132.1548
2286,111679.6217
2287,357586.6511
2288,278113.1634
2289,298464.7362
2290,387946.439
2291,325782.8328
2292,389201.4625
2293,378228.7299
2294,356111.5624
2295,397235.031
2296,261066.3795
2297,343769.2009
2298,347583.8621
2299,338377.1563
2300,313343.482
2301,314048.3676
2302,248553.6097
2303,232588.011
2304,238993.7094
2305,205166.3396
2306,206354.4352
2307,206855.7341
2308,215746.3179
2309,302581.2969
2310,201029.7538
2311,215096.6801
2312,199800.5521
2313,171656.7269
2314,182478.0714
2315,180255.4433
2316,201359.5945
2317,187757.6678
2318,178366.334
2319,181921.4341
2320,181649.3896
2321,237891.1357
